GeneMark.hmm PROKARYOTIC (Version 3.4.4)
Date: Fri Feb 12 06:45:23 2016
Sequence file name: ../NC_000913.fna
Model file name: itr_9.rbs.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: gi|556503834|ref|NC_000913.3| Escherichia coli str. K-12 substr. MG1655, complete genome
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class     RBS      RBS
 3229        +     3496551     3496877          327        1       90  44.1947
 3230        +     3497003     3497809          807        1       29 121.3546
 3231        +     3497828     3499201         1374        1       85 217.7044
 3232        +     3499448     3499615          168        1      -85   2.2882
 3233        +     3499859     3501247         1389        1       71 190.9996
 3234        +     3501271     3502290         1020        1      -52 162.6977
 3235        +     3502340     3503170          831        1      -10 116.7369
 3236        +     3503167     3503952          786        1       50 128.9714
 3237        +     3504052     3504783          732        1      -87  88.2811
 3238        -     3504935     3506020         1086        1      115 176.4719
 3239        -     3506032     3507336         1305        1     -107 206.3453
 3240        -     3507348     3507701          354        1        3  45.8227
 3241        -     3507712     3508590          879        1      123 127.8167
 3242        -     3508587     3509813         1227        1       72 185.7071
 3243        -     3509813     3510976         1164        1      -48 172.7962
 3244        -     3511060     3511422          363        1     -116  45.3067
 3245        -     3511439     3512344          906        1       35 103.7575
 3246        -     3512634     3513638         1005        1       57 158.8217
 3247        -     3513631     3514389          759        1       33 124.4344
 3248        -     3514382     3515059          678        1      -64  96.6426
 3249        -     3515077     3515913          837        1       26  66.3535
 3250        -     3516020     3517306         1287        1     -122 163.7965
 3251        -     3517398     3518486         1089        1       41 126.3758
 3252        -     3518543     3519064          522        1       94  64.5880
 3253        -     3519465     3520703         1239        1      -52 174.6691
 3254        -     3520615     3521055          441        1       46  32.7507
 3255        -     3521009     3521449          441        1      -75  34.1986
 3256        -     3521433     3521972          540        1      -63  50.0440
 3257        -     3521972     3522751          780        1      -48  98.7114
 3258        +     3522871     3525423         2553        1       38 399.3546
 3259        -     3525589     3526149          561        1       18  63.6076
 3260        +     3526469     3528604         2136        1       55 287.7537
 3261        +     3528669     3529337          669        1      -47 104.6002
 3262        +     3529348     3529749          402        1      119  49.9731
 3263        +     3529774     3530652          879        1       33 157.8984
 3264        -     3530715     3532439         1725        1      -96 193.9977
 3265        +     3532818     3534440         1623        1        3 271.3207
 3266        -     3534516     3535859         1344        1        2 220.8719
 3267        -     3535865     3536584          720        1      -50 114.1954
 3268        +     3536812     3537288          477        1     -101  60.0611
 3269        +     3537388     3539706         2319        1      -41 463.5924
 3270        +     3540163     3540390          228        1      -78  11.3265
 3271        +     3540407     3542728         2322        1      -93 409.7152
 3272        +     3542728     3542964          237        1      -69  15.9941
 3273        +     3543167     3544045          879        1      115  85.4016
 3274        -     3544074     3544844          771        1       30  96.1143
 3275        +     3544882     3545565          684        1       37  46.3537
 3276        +     3545624     3546199          576        1       10  83.1340
 3277        +     3546559     3547875         1317        1      -82 241.7694
 3278        -     3547986     3550070         2085        1     -125 346.1309
 3279        -     3550080     3552473         2394        1      -23 422.1941
 3280        +     3553085     3555790         2706        1       48 432.3998
 3281        -     3555833     3556849         1017        1       -2 145.3605
 3282        -     3556853     3558079         1227        1      -48 192.2871
 3283        +     3558268     3559866         1599        1      109 243.2936
 3284        -     3559848     3560354          507        1      -72  83.3243
 3285        -     3560288     3560605          318        1      -79  11.1401
 3286        -     3560622     3561452          831        1       -5 136.5121
 3287        -     3561497     3561823          327        1      108  45.0228
 3288        +     3562013     3563518         1506        1       18 232.2296
 3289        -     3563724     3564005          282        1       -8  18.4576
 3290        -     3564134     3566581         2448        1        0 380.5221
 3291        -     3566600     3568033         1434        1      -80 194.7158
 3292        -     3568033     3569328         1296        1      -66 175.4334
 3293        -     3569346     3571319         1974        1     -127 234.2469
 3294        -     3571316     3573502         2187        1       15 327.2245
 3295        -     3573775     3574878         1104        1      107 143.9619
 3296        +     3575071     3575664          594        1       19  76.3252
 3297        -     3575721     3577061         1341        1      -11 235.6573
 3298        -     3577065     3577613          549        1       29  72.5515
 3299        -     3577731     3578726          996        1      108 155.2736
 3300        -     3578950     3579645          696        1       13 118.3413
 3301        -     3579768     3580805         1038        1     -109 148.4841
 3302        +     3581087     3581626          540        1     -117  28.2057
 3303        +     3581863     3583041         1179        1     -106  56.8347
 3304        +     3583041     3583454          414        1       59  12.3592
 3305        +     3583483     3583758          276        1      -18  12.5937
 3306        +     3583677     3584180          504        1      -79  14.1814
 3307        +     3584759     3585043          285        1      -27   7.7338
 3308        -     3585081     3586823         1743        1       13 273.0205
 3309        +     3586943     3587383          441        1      111  41.6451
 3310        -     3587370     3588113          744        1       34 115.6287
 3311        -     3588110     3589180         1071        1       68 202.0709
 3312        -     3589182     3590027          846        1      -97 137.4929
 3313        -     3590024     3590911          888        1       11 137.0683
 3314        -     3591009     3592325         1317        1     -117 208.7288
 3315        -     3592724     3593437          714        1      -23 114.6520
 3316        -     3593439     3594206          768        1      -19 139.8799
 3317        -     3594203     3595480         1278        1      -34 243.6976
 3318        -     3595477     3596379          903        1      111 168.6065
 3319        -     3596451     3597560         1110        1       10 181.6855
 3320        +     3597984     3598367          384        1     -116  36.8607
 3321        -     3598555     3599715         1161        1      112 189.7120
 3322        -     3599929     3600771          843        1     -111 135.5753
 3323        -     3601028     3602086         1059        1      -78 164.5579
 3324        -     3602079     3602747          669        1       72  93.2170
 3325        -     3602750     3604243         1494        1       36 292.7122
 3326        +     3604393     3604989          597        1     -101  74.8779
 3327        +     3604979     3605248          270        1      -20  33.5513
 3328        -     3605251     3605610          360        1      119  40.3174
 3329        +     3605751     3606377          627        1      -21  85.3448
 3330        +     3606451     3608649         2199        1      -98 411.5385
 3331        -     3608751     3608996          246        1      -78  34.5191
 3332        +     3609217     3609882          666        1      117  86.0415
 3333        +     3609955     3610512          558        1       84  92.9216
 3334        -     3610516     3611775         1260        1     -110 194.5069
 3335        +     3611784     3612914         1131        1      120 141.7307
 3336        +     3612969     3613556          588        1       24  75.0256
 3337        +     3613667     3615241         1575        1      -40 252.0139
 3338        +     3615244     3616185          942        1        0 177.4913
 3339        +     3616182     3617015          834        1      -88 158.4798
 3340        +     3617015     3617779          765        1      -29 128.7107
 3341        +     3617776     3618582          807        1      -32 116.8282
 3342        +     3618588     3618989          402        1       12  51.9256
 3343        +     3619192     3623427         4236        1      106 442.7410
 3344        +     3623516     3623782          267        1       78  15.3787
 3345        +     3624378     3625514         1137        1      -84  70.2418
 3346        -     3625679     3626803         1125        1       66 204.4537
 3347        -     3626803     3629538         2736        1      -16 456.5131
 3348        -     3629535     3630602         1068        1       26 196.7461
 3349        -     3630968     3632575         1608        1      -53  65.4356
 3350        -     3632852     3633223          372        1       79   6.6336
 3351        -     3633220     3634458         1239        1       45  49.1880
 3352        +     3634841     3635893         1053        1     -117  44.8749
 3353        -     3636208     3637410         1203        1      -80 158.3194
 3354        +     3637642     3639141         1500        1      120 235.0342
 3355        -     3639385     3639720          336        1      -78  20.2619
 3356        +     3640111     3640545          435        1       33  42.4979
 3357        +     3640862     3642331         1470        1       15 204.3361
 3358        -     3642380     3643132          753        1       14 129.2076
 3359        -     3643140     3645182         2043        1       16 376.6355
 3360        +     3645385     3646227          843        1      -70 140.6917
 3361        +     3646299     3647651         1353        1       75 240.6681
 3362        +     3648528     3648881          354        1        4  25.5872
 3363        +     3648935     3650224         1290        1      -99 214.7102
 3364        +     3650237     3650662          426        1      -83  62.7878
 3365        +     3651291     3652073          783        1      -49  15.8688
 3366        -     3652182     3653162          981        1       60  95.6238
 3367        +     3653216     3653713          498        1       84  12.5174
 3368        +     3653961     3654527          567        1       59  55.6697
 3369        +     3654683     3655213          531        1       15  30.5541
 3370        -     3655255     3655902          648        1      -21  60.1025
 3371        -     3655966     3656238          273        1       66  16.1157
 3372        -     3656408     3656740          333        1       50  36.5827
 3373        +     3656995     3657567          573        1       22  61.0845
 3374        +     3658366     3658893          528        1      112  17.5668
 3375        +     3659232     3660389         1158        1      -43 177.7310
 3376        +     3660414     3663527         3114        1      112 468.9095
 3377        -     3663890     3664618          729        1       -9  33.3845
 3378        -     3664986     3665810          825        1      -99  15.8419
 3379        -     3666180     3667580         1401        1     -118 217.8228
 3380        -     3667791     3669188         1398        1      -46 166.8010
 3381        +     3669592     3671241         1650        1       72 247.6470
 3382        -     3671292     3671849          558        1       53  54.2434
 3383        +     3672414     3673313          900        1       87 116.5136
 3384        +     3673362     3674375         1014        1        7 151.7838
 3385        +     3674786     3676108         1323        1     -107 203.5367
 3386        -     3676290     3678350         2061        1      -99 290.2135
 3387        -     3678420     3679187          768        1      -26  90.2408
 3388        +     3679335     3680348         1014        1       97 162.0979
 3389        -     3680444     3681940         1497        1      -97 236.2752
 3390        -     3682161     3683447         1287        1     -124 202.2131
 3391        -     3683630     3685585         1956        1      -32 313.4277
 3392        -     3685700     3689173         3474        1      -31 560.2293
 3393        -     3689155     3690237         1083        1        8 151.6805
 3394        -     3690268     3692577         2310        1       55 396.1987
 3395        -     3692618     3695236         2619        1     -113 401.1423
 3396        -     3695233     3695949          717        1       95  93.3632
 3397        -     3695997     3696185          189        1       73  10.3541
 3398        +     3696458     3698029         1572        1       63 136.6586
 3399        +     3698026     3698217          192        1       84   3.6245
 3400        +     3698214     3699893         1680        1       16 192.9423
 3401        +     3700563     3701834         1272        1       70 134.0173
 3402        -     3701864     3702868         1005        1       98 171.6474
 3403        -     3702865     3703848          984        1       52 163.9846
 3404        -     3703859     3704761          903        1      -58 170.0301
 3405        -     3704771     3705790         1020        1      -51 152.8312
 3406        -     3706098     3707678         1581        1       42 257.8620
 3407        -     3708784     3710475         1692        1       25 221.9551
 3408        -     3710799     3712007         1209        1       18 208.6539
 3409        -     3712236     3712934          699        1      -79  60.9113
 3410        +     3713092     3713655          564        1       62  43.2379
 3411        +     3713652     3714092          441        1      106  45.0946
 3412        -     3714061     3716394         2334        1       56 348.5396
 3413        +     3716547     3717206          660        1      -74 109.0699
 3414        +     3717310     3718284          975        1      -80 114.0031
 3415        -     3718334     3719044          711        1     -109 102.7077
 3416        +     3719478     3719768          291        1       40  18.6555
 3417        +     3720049     3720261          213        1       98  14.9982
 3418        +     3720680     3721201          522        1      -44  29.7059
 3419        +     3721198     3722049          852        1      -24  23.7247
 3420        -     3722328     3724397         2070        1      120 424.6639
 3421        -     3724407     3725318          912        1       14 142.0461
 3422        -     3725413     3725706          294        1     -109  17.9290
 3423        +     3725887     3726882          996        1       52  67.8238
 3424        -     3726924     3727361          438        1       16  25.4012
 3425        -     3727407     3727730          324        1      122  14.7847
 3426        -     3727917     3729371         1455        1      -21 172.6442
 3427        -     3729443     3730765         1323        1       91 198.2031
 3428        +     3731131     3732123          993        1      -84 105.9057
 3429        +     3732201     3733742         1542        1      -37 184.1577
 3430        +     3733720     3734901         1182        1      -56 162.4621
 3431        +     3734979     3736157         1179        1      -71 133.7088
 3432        -     3736353     3736925          573        1      115  53.7905
 3433        +     3737497     3739527         2031        1     -120 263.1053
 3434        +     3739600     3740958         1359        1      -70 190.7186
 3435        -     3741109     3741582          474        1     -101  27.0005
 3436        -     3741684     3742532          849        1       81 104.2449
 3437        +     3742733     3743731          999        1       -5 153.3483
 3438        +     3743743     3744210          468        1      -16  39.9991
 3439        +     3744328     3744801          474        1       60  25.4374
 3440        +     3744804     3746081         1278        1       22 176.1277
 3441        +     3746094     3747080          987        1       32 168.8855
 3442        +     3747084     3748580         1497        1       -5 214.9042
 3443        +     3748577     3749239          663        1      -47 107.1225
 3444        +     3749232     3750092          861        1      101 128.2364
 3445        +     3750086     3750781          696        1      -74  95.1834
 3446        -     3751128     3751868          741        1      -51  84.7914
 3447        +     3751992     3752966          975        1       40  95.7009
 3448        -     3752963     3754054         1092        1       78 134.7904
 3449        -     3754105     3754428          324        1      -57  22.0921
 3450        +     3754611     3754754          144        1      108   2.1059
 3451        -     3754973     3756511         1539        1      -20 265.4218
 3452        -     3756676     3757827         1152        1       15 190.2164
 3453        -     3758017     3759861         1845        1        3 322.7754
 3454        -     3759858     3761249         1392        1      116 201.1251
 3455        -     3761347     3761955          609        1       48  90.0600
 3456        +     3762183     3766316         4134        1       -9 446.6216
 3457        +     3766322     3767179          858        1       36  46.2547
 3458        +     3767221     3767922          702        1      -97  33.3325
 3459        +     3768225     3768638          414        1     -107  11.6146
 3460        -     3770243     3771379         1137        1       -2 129.7586
 3461        -     3771382     3771744          363        1      118  22.8815
 3462        +     3772281     3774194         1914        1      107 335.0671
 3463        +     3774424     3775572         1149        1      -54 199.4762
 3464        +     3775635     3776159          525        1     -124  54.7352
 3465        -     3776171     3776380          210        1     -121   7.4366
 3466        +     3776665     3777027          363        1     -116  41.7265
 3467        +     3777399     3779054         1656        1      106 252.1427
 3468        +     3779039     3779830          792        1      -46 102.7530
 3469        +     3779827     3781017         1191        1      -20 195.0410
 3470        +     3781215     3781688          474        1       82  57.1266
 3471        -     3781741     3782562          822        1      -87 111.0338
 3472        -     3782642     3783661         1020        1        2 161.1118
 3473        -     3783661     3784128          468        1      -47  55.9224
 3474        -     3784191     3784442          252        1       13  22.3605
 3475        -     3784584     3785003          420        1       49  45.5764
 3476        +     3785281     3786804         1524        1       55 258.2661
 3477        +     3786838     3788097         1260        1       69 216.2537
 3478        +     3788101     3789060          960        1       57 139.2918
 3479        -     3789047     3790078         1032        1       20  90.2697
 3480        -     3790320     3791345         1026        1       -2 167.3494
 3481        -     3791355     3792551         1197        1      -81 209.6573
 3482        -     3792826     3793698          873        1       54  40.4193
 3483        +     3793987     3794919          933        1       53 143.5061
 3484        +     3794941     3795975         1035        1      -12 130.9034
 3485        +     3796009     3796938          930        1       29  88.8312
 3486        +     3797044     3798207         1164        1       36  33.6551
 3487        -     3798239     3799312         1074        1       35  38.3210
 3488        -     3799345     3800196          852        1     -105  30.3687
 3489        -     3800267     3800965          699        1     -109  36.7552
 3490        -     3800983     3801999         1017        1      -99  58.4945
 3491        -     3802039     3803058         1020        1      -72  58.1685
 3492        -     3803058     3804149         1092        1        7  68.0387
 3493        -     3804181     3805116          936        1      -57  46.7700
 3494        -     3805153     3805950          798        1       10  44.4554
 3495        -     3805943     3807067         1125        1      104  83.3085
 3496        -     3807064     3808134         1071        1     -109  68.2742
 3497        +     3808540     3809817         1278        1       10 195.1750
 3498        +     3809825     3810304          480        1       14  80.8732
 3499        -     3810343     3811152          810        1       88 101.5898
 3500        -     3811250     3811417          168        1      104   9.4275
 3501        -     3811438     3811674          237        1       98  14.4663
 3502        -     3811891     3812559          669        1      -35  60.6418
 3503        +     3812731     3813951         1221        1      112 134.6655
 3504        +     3813929     3814387          459        1       25  51.3903
 3505        +     3814494     3815090          597        1       77  94.4563
 3506        -     3815127     3815768          642        1      103 122.0721
 3507        -     3815863     3816549          687        1      112  89.9893
 3508        +     3816676     3817539          864        1      -43 148.8660
 3509        +     3817760     3818584          825        1       20  56.9340
 3510        +     3818874     3819491          618        1      108  75.0025
 3511        -     3819488     3821170         1683        1      120 181.5720
 3512        +     3821428     3822051          624        1      105  63.5437
 3513        +     3822106     3822381          276        1       20  44.6746
 3514        +     3822400     3824508         2109        1       49 305.9200
 3515        +     3824515     3825204          690        1      117  93.2515
 3516        +     3825210     3827291         2082        1       50 367.6095
 3517        -     3827460     3828665         1206        1      -58 207.2451
 3518        +     3828945     3830336         1392        1      -59 236.8934
 3519        +     3830457     3832166         1710        1      -84 253.2650
 3520        -     3832219     3834537         2319        1      -74 300.5214
 3521        -     3834547     3835986         1440        1      103 168.1631
 3522        +     3837103     3838137         1035        1      -97  70.6147
 3523        +     3838248     3839171          924        1       29  83.5178
 3524        -     3839175     3839993          819        1        7  84.8487
 3525        +     3840215     3840508          294        1      -55  12.6531
 3526        -     3840549     3841739         1191        1      -31 167.6104
 3527        -     3841950     3842402          453        1      109  56.7520
 3528        -     3842455     3843789         1335        1      -37 157.7153
 3529        +     3843964     3845730         1767        1      110 267.3949
 3530        -     3845776     3847167         1392        1       11 225.2366
 3531        -     3847305     3848624         1320        1      -67 185.0897
 3532        -     3848634     3850136         1503        1      -91 237.9961
 3533        -     3850136     3850726          591        1      -20 104.1831
 3534        -     3850802     3851092          291        1      105  33.4920
 3535        -     3851096     3852784         1689        1       -2 293.7787
 3536        +     3853553     3853642           90        1      -24   7.1294
 3537        +     3853922     3855106         1185        1       81 181.2809
 3538        -     3855114     3855611          498        1        6  28.3230
 3539        -     3855608     3855970          363        1      116  10.6825
 3540        -     3855960     3856307          348        1      -64  46.6844
 3541        +     3856415     3856864          450        1       19  46.1712
 3542        -     3856911     3858404         1494        1      -15 200.6788
 3543        -     3858401     3860116         1716        1      -94 278.2735
 3544        +     3860283     3861176          894        1       46  64.3579
 3545        -     3861173     3861349          177        1      111  15.9880
 3546        -     3861349     3861987          639        1      -16  87.1168
 3547        -     3861987     3862472          486        1      -42  55.3370
 3548        -     3862497     3863603         1107        1       65 171.3570
 3549        +     3863899     3864615          717        1       76  84.4050
 3550        -     3864612     3866273         1662        1      -85 275.5077
 3551        -     3866469     3866897          429        1       26  64.2496
 3552        -     3867009     3867422          414        1       45  59.9897
 3553        +     3867800     3868060          261        1     -123  28.3823
 3554        -     3868062     3869276         1215        1      108 160.3811
 3555        +     3869359     3870441         1083        1     -102 120.6684
 3556        -     3870438     3871730         1293        1       -3 220.6359
 3557        -     3871850     3872998         1149        1      -13 192.9362
 3558        -     3872995     3873612          618        1       92  91.1364
 3559        -     3873596     3874474          879        1      -73  87.2791
 3560        -     3874471     3875160          690        1      100  98.0689
 3561        +     3875321     3876094          774        1      -17  40.7463
 3562        -     3876140     3876952          813        1       99 132.9905
 3563        -     3877067     3877465          399        1      101  58.8431
 3564        -     3877705     3880119         2415        1      -53 436.6531
 3565        -     3880148     3881221         1074        1       16 118.4213
 3566        -     3881221     3882273         1053        1       49 186.1965
 3567        -     3882326     3883729         1404        1      -33 187.7230
 3568        +     3884336     3884476          141        1       39   2.6827
 3569        +     3884526     3884852          327        1      -31  20.2904
 3570        +     3885076     3886722         1647        1       14 266.6989
 3571        +     3886828     3888192         1365        1      -38 238.5437
 3572        +     3888730     3890145         1416        1       72 235.4480
 3573        +     3890236     3891483         1248        1       47 134.1515
 3574        +     3891615     3892790         1176        1     -112 139.3916
 3575        +     3892765     3893724          960        1        9 133.1934
 3576        +     3893869     3894630          762        1       92  64.4897
 3577        +     3894652     3895218          567        1      103 101.0520
 3578        -     3895272     3896609         1338        1       43 222.1661
 3579        +     3896774     3897439          666        1      -70  78.5079
 3580        +     3897506     3897973          468        1     -109  12.3191
 3581        +     3898022     3898609          588        1     -111  34.1391
 3582        -     3898671     3899393          723        1       14  93.6314
 3583        -     3899408     3900577         1170        1      -80 158.4306
 3584        -     3900604     3902220         1617        1       24 197.1458
 3585        -     3902289     3903701         1413        1      -29 166.0726
 3586        -     3903720     3905624         1905        1       96 227.6901
 3587        -     3905731     3906567          837        1       21  79.6273
 3588        -     3906853     3907578          726        1        6 130.5552
 3589        -     3907593     3908366          774        1       26 120.7702
 3590        -     3908549     3909439          891        1       79 171.2750
 3591        -     3909439     3910398          960        1       10 153.5847
 3592        -     3910485     3911525         1041        1      109 165.7473
 3593        -     3911839     3913668         1830        1      -41 327.2712
 3594        -     3913830     3915197         1368        1      -55 241.6207
 3595        -     3915553     3915972          420        1      -45  55.4067
 3596        -     3915993     3917375         1383        1       76 205.8067
 3597        -     3917402     3918265          864        1      -57 120.2126
 3598        -     3918316     3919857         1542        1        1 232.4724
 3599        -     3919870     3920403          534        1       37  64.7016
 3600        -     3920418     3920888          471        1        7  53.5318
 3601        -     3920950     3921189          240        1       57  35.1603
 3602        -     3921236     3922051          816        1     -115 103.3143
 3603        -     3922060     3922440          381        1       16  19.3389
 3604        -     3923057     3923680          624        1      -23  80.0770
 3605        -     3923744     3925633         1890        1     -108 277.1979
 3606        -     3926012     3926455          444        1      -58  55.3518
 3607        -     3926545     3927003          459        1      -24  45.3059
 3608        +     3927155     3928147          993        1      109 150.6896
 3609        -     3928152     3929603         1452        1       23 196.3569
 3610        -     3929597     3931093         1497        1      -24 218.3878
 3611        +     3931316     3933184         1869        1      -89 238.3143
 3612        +     3933315     3933770          456        1      125  50.1876
 3613        +     3933778     3935283         1506        1       71 261.2697
 3614        +     3935288     3936253          966        1       50 157.2615
 3615        +     3936278     3937168          891        1        8 156.6991
 3616        +     3937294     3938223          930        1       -3 137.4569
 3617        +     3938236     3939219          984        1      -89 136.1010
 3618        -     3939185     3940612         1428        1       19 122.1117
 3619        -     3940635     3941327          693        1      -33  78.6580
 3620        -     3947128     3947967          840        1      -56  65.3598
 3621        +     3948086     3948424          339        1       32  21.9370
 3622        -     3948449     3949969         1521        1      -99 142.8557
 3623        +     3950560     3951543          984        1      -38 144.3859
 3624        +     3951668     3952204          537        1       33  45.3890
 3625        +     3952204     3952464          261        1       64   6.8732
 3626        +     3952484     3953413          930        1       85 146.0125
 3627        +     3953478     3955328         1851        1       60 314.9814
 3628        +     3955331     3956875         1545        1      113 268.1298
 3629        -     3956927     3957820          894        1       73 153.6664
 3630        +     3957970     3959445         1476        1      -57 279.1868
 3631        -     3959532     3959813          282        1       17  27.3965
 3632        -     3960242     3960460          219        1     -103   2.6606
 3633        +     3960677     3962698         2022        1       86 324.9973
 3634        -     3962745     3964229         1485        1       83 249.2737
 3635        -     3964365     3965630         1266        1      -50 174.9901
 3636        +     3965761     3966090          330        1       53  37.2194
 3637        +     3966417     3967676         1260        1      -65 193.5992
 3638        +     3967686     3967904          219        1      -80   0.8943
 3639        +     3967994     3969019         1026        1      -20 121.6097
 3640        +     3969031     3970077         1047        1       -7 142.5932
 3641        +     3970133     3971263         1131        1       73 143.4870
 3642        +     3971260     3972522         1263        1      -87 189.1061
 3643        +     3972522     3973589         1068        1     -104 168.8582
 3644        +     3973608     3974489          882        1      -35 158.0259
 3645        +     3974467     3975141          675        1       54  72.5206
 3646        +     3975146     3976276         1131        1      -33 192.1813
 3647        +     3976278     3977528         1251        1       67 197.9541
 3648        +     3977525     3978604         1080        1       44 139.7469
 3649        +     3978601     3979953         1353        1       93 183.5322
 3650        +     3979956     3980696          741        1      -88 129.4938
 3651        +     3980887     3982272         1386        1       67 216.5982
 3652        +     3982958     3984193         1236        1       98 150.6176
 3653        -     3984352     3986007         1656        1      105 238.3115
 3654        -     3986686     3987882         1197        1      -72 216.4031
 3655        -     3987885     3989066         1182        1       90 191.6185
 3656        -     3989088     3989828          741        1       81  69.4255
 3657        -     3989825     3990685          861        1      -86 131.9085
 3658        +     3991153     3993699         2547        1       95 366.3924
 3659        -     3993739     3994059          321        1      -37  56.5151
 3660        +     3994522     3994725          204        1     -115  10.5631
 3661        +     3994762     3995586          825        1     -124 103.9058
 3662        +     3995583     3996290          708        1      -76  97.1011
 3663        +     3996287     3997183          897        1      118 132.2101
 3664        +     3997201     3997899          699        1       -4  94.4407
 3665        +     3997983     4000145         2163        1       14 374.9770
 3666        -     4000292     4001056          765        1       43  94.4339
 3667        +     4001411     4002376          966        1      124 142.5593
 3668        -     4002419     4002784          366        1      -21  13.1664
 3669        -     4002813     4003253          441        1      -60   3.2718
 3670        -     4003288     4004178          891        1       98 132.3307
 3671        -     4004230     4004697          468        1      100  50.0868
 3672        +     4004862     4005731          870        1      -15 114.0616
 3673        +     4005858     4007693         1836        1      -38 305.0297
 3674        +     4007763     4008377          615        1       70  93.0093
 3675        -     4008439     4009059          621        1      120  61.6907
 3676        +     4009227     4010192          966        1        5 103.3257
 3677        +     4010200     4011000          801        1      -58 132.4994
 3678        +     4011076     4011975          900        1       52 148.5876
 3679        -     4011863     4012816          954        1       28 116.3606
 3680        +     4013053     4015314         2262        1      -17 384.6735
 3681        -     4015354     4016169          816        1       61 112.6862
 3682        +     4016431     4017192          762        1       33 103.3476
 3683        +     4017333     4018760         1428        1      -86 253.1353
 3684        +     4018855     4019610          756        1     -108  99.8120
 3685        +     4019624     4020229          606        1     -101 114.6333
 3686        +     4020226     4021866         1641        1      -15 218.6878
 3687        +     4021945     4022214          270        1      -84  26.4689
 3688        +     4022218     4022733          516        1      -73  68.4505
 3689        +     4022736     4023512          777        1      -60 116.3860
 3690        +     4023554     4024336          783        1      -12  97.8382
 3691        -     4024333     4024746          414        1      -74  33.3485
 3692        +     4024997     4026481         1485        1     -111 231.8242
 3693        +     4026527     4027228          702        1     -109 110.0153
 3694        -     4027609     4028772         1164        1      113 187.9446
 3695        -     4028782     4030971         2190        1        7 418.8543
 3696        +     4031161     4032492         1332        1      -83 241.4498
 3697        +     4032492     4033106          615        1      -32  83.6680
 3698        +     4033205     4034596         1392        1      -83 197.1495
 3699        +     4034608     4035153          546        1       33  55.4812
 3700        -     4040906     4041433          528        1      -23  52.9307
 3701        -     4041415     4041999          585        1       29  64.7916
 3702        +     4042069     4042338          270        1       70  43.0215
 3703        +     4042415     4043401          987        1     -103  88.4175
 3704        +     4043418     4044044          627        1     -115  85.6844
 3705        +     4044199     4045629         1431        1     -100 117.8918
 3706        -     4045670     4046413          744        1       88  74.2261
 3707        +     4046966     4049752         2787        1      100 469.8575
 3708        -     4050133     4050729          597        1       56  97.0173
 3709        +     4051347     4051856          510        1     -124  69.1752
 3710        +     4052045     4053418         1374        1       64 228.0389
 3711        -     4053647     4053757          111        1       15   2.9316
 3712        -     4053869     4055278         1410        1       -4 240.8513
 3713        -     4055290     4056339         1050        1       30 159.9376
 3714        -     4056625     4058034         1410        1      -66 216.4039
 3715        +     4058407     4060230         1824        1       26 308.3694
 3716        +     4060447     4061157          711        1       17  53.7688
 3717        +     4061252     4062145          894        1       62  88.6914
 3718        +     4062247     4063512         1266        1       27 119.4810
 3719        -     4063603     4064295          693        1       53  28.6659
 3720        -     4064363     4065766         1404        1      -13 151.2930
 3721        -     4065809     4067194         1386        1     -118 206.1709
 3722        -     4067240     4069276         2037        1      -85 290.3522
 3723        -     4069475     4070377          903        1       -9  90.8264
 3724        -     4070515     4071756         1242        1       83 169.5831
 3725        -     4071773     4072651          879        1      -38 135.3976
 3726        -     4072675     4073571          897        1      108 142.2470
 3727        +     4073733     4074635          903        1       -9  99.8262
 3728        +     4074669     4075454          786        1      -94  93.0117
 3729        +     4075553     4076152          600        1       19  94.4238
 3730        +     4076146     4077018          873        1      104  82.1071
 3731        +     4077015     4077452          438        1      -54  44.2011
 3732        +     4077497     4078438          942        1      -85 141.8795
 3733        +     4079264     4079509          246        1     -117   5.4167
 3734        +     4079751     4079969          219        1     -128   3.8813
 3735        -     4080299     4081228          930        1       89 133.9924
 3736        -     4081225     4081860          636        1      -42  75.6947
 3737        -     4081857     4082759          903        1       87 116.9291
 3738        -     4082772     4085186         2415        1      -46 391.3927
 3739        -     4085235     4085822          588        1       79  77.7442
 3740        +     4086049     4086849          801        1       16 100.7133
 3741        +     4087002     4088057         1056        1      -51 115.8202
 3742        -     4088107     4089855         1749        1       10 200.6486
 3743        -     4089855     4090925         1071        1       58 157.3126
 3744        -     4090915     4092366         1452        1      -36 242.9648
 3745        -     4092377     4092823          447        1      -89  48.1074
 3746        -     4093124     4093438          315        1       11  42.8810
 3747        -     4093448     4094272          825        1       76 120.3766
 3748        -     4094723     4095982         1260        1       -2 200.1105
 3749        -     4095979     4097448         1470        1      -67 224.0469
 3750        +     4097736     4098572          837        1      -67  78.8971
 3751        +     4098556     4099494          939        1      -25 110.5276
 3752        -     4099491     4100525         1035        1      -63 146.6358
 3753        +     4100810     4101430          621        1      -63 110.6376
 3754        +     4101684     4102673          990        1       34 134.2183
 3755        +     4102792     4103496          705        1      123  69.9635
 3756        -     4103602     4104975         1374        1       32 237.4603
 3757        -     4104972     4105604          633        1     -107 105.2846
 3758        +     4105817     4106320          504        1       71  49.6924
 3759        +     4106469     4107371          903        1      -42  69.1207
 3760        +     4107552     4108514          963        1       21 152.9421
